"","X","geo_merge","time","epi_week","total_tests","new_pos_t","pct_cum_doses","population","cum_pos_tests"
"325",325,"City of Arcadia",86,"2021-08-15","2388","67",76.5714285714286,57754,"3928"
"326",326,"City of Arcadia",87,"2021-08-22","2493","49",77.1428571428571,57754,"3977"
"327",327,"City of Arcadia",88,"2021-08-29","2845","45",77.7,57754,"4022"
"328",328,"City of Arcadia",89,"2021-09-05","2738","45",78.1857142857143,57754,"4067"
"329",329,"City of Arcadia",90,"2021-09-12","2791","41",78.6285714285714,57754,"4108"
"330",330,"City of Arcadia",91,"2021-09-19","2655","30",79.0285714285714,57754,"4138"
"331",331,"City of Arcadia",92,"2021-09-26","2624","29",79.3285714285714,57754,"4167"
"332",332,"City of Arcadia",93,"2021-10-03","2420","24",79.6285714285714,57754,"4191"
"333",333,"City of Arcadia",94,"2021-10-10","2512","25",79.9,57754,"4216"
"334",334,"City of Arcadia",95,"2021-10-17","2640","27",80.1,57754,"4243"
"335",335,"City of Arcadia",96,"2021-10-24","2634","33",80.3714285714286,57754,"4276"
"336",336,"City of Arcadia",97,"2021-10-31","2678","37",80.6714285714286,57754,"4313"
"337",337,"City of Arcadia",98,"2021-11-07","2324","27",80.9857142857143,57754,"4340"
"338",338,"City of Arcadia",99,"2021-11-14","2509","31",81.2714285714286,57754,"4371"
"339",339,"City of Arcadia",100,"2021-11-21","1480","37",81.5428571428571,57754,"4408"
"340",340,"City of Arcadia",101,"2021-11-28","2678","49",81.7857142857143,57754,"4457"
"341",341,"City of Arcadia",102,"2021-12-05","2504","36",82.1,57754,"4493"
"342",342,"City of Arcadia",103,"2021-12-12","2939","56",82.3714285714286,57754,"4549"
"343",343,"City of Arcadia",104,"2021-12-19","3208","266",82.6285714285714,57754,"4815"
"344",344,"City of Arcadia",105,"2021-12-26","4716","847",82.8428571428571,57754,"5662"
"345",345,"City of Arcadia",106,"2022-01-02","7813","1470",83.0857142857143,57754,"7132"
"346",346,"City of Arcadia",107,"2022-01-09","6814","1071",83.3428571428571,57754,"8203"
"347",347,"City of Arcadia",108,"2022-01-16","5347","692",83.5428571428571,57754,"8895"
"348",348,"City of Arcadia",109,"2022-01-23","5016","445",83.7142857142857,57754,"9340"
"349",349,"City of Arcadia",110,"2022-01-30","4109","246",83.8571428571429,57754,"9586"
"350",350,"City of Arcadia",111,"2022-02-06","3864","154",84.0285714285714,57754,"9740"
"351",351,"City of Arcadia",112,"2022-02-13","3298","78",84.1285714285714,57754,"9818"
"352",352,"City of Arcadia",113,"2022-02-20","3239","82",84.2142857142857,57754,"9900"
"353",353,"City of Arcadia",114,"2022-02-27","3279","49",84.3,57754,"9949"
"354",354,"City of Arcadia",115,"2022-03-06","3159","19",84.3142857142857,57754,"9968"
"355",355,"City of Arcadia",116,"2022-03-13","3237","43",84.4,57754,"10011"
"356",356,"City of Arcadia",117,"2022-03-20","2088","28",84.4,57754,"10039"
"357",357,"City of Arcadia",118,"2022-03-27","1947","50",84.4714285714286,57754,"10089"
"358",358,"City of Arcadia",119,"2022-04-03","1834","56",84.5285714285714,57754,"10145"
"359",359,"City of Arcadia",120,"2022-04-10","2000","77",84.6,57754,"10222"
"360",360,"City of Arcadia",121,"2022-04-17","2084","117",84.6285714285714,57754,"10339"
"361",361,"City of Arcadia",122,"2022-04-24","2248","117",84.7,57754,"10456"
"362",362,"City of Arcadia",123,"2022-05-01","2286","136",84.7285714285714,57754,"10592"
"363",363,"City of Arcadia",124,"2022-05-08","2374","147",84.8,57754,"10739"
"364",364,"City of Arcadia",125,"2022-05-15","2529","196",84.8571428571429,57754,"10935"
"365",365,"City of Arcadia",126,"2022-05-22","2436","211",84.9,57754,"11146"
"366",366,"City of Arcadia",127,"2022-05-29","2317","237",84.9714285714286,57754,"11383"
"367",367,"City of Arcadia",128,"2022-06-05","2125","264",85,57754,"11647"
"368",368,"City of Arcadia",129,"2022-06-12","1915","239",85,57754,"11886"
"369",369,"City of Arcadia",130,"2022-06-19","1794","275",85.0857142857143,57754,"12161"
"370",370,"City of Arcadia",131,"2022-06-26","1860","304",85.1,57754,"12465"
"371",371,"City of Arcadia",132,"2022-07-03","1721","334",85.1,57754,"12799"
"372",372,"City of Arcadia",133,"2022-07-10","1792","352",85.1857142857143,57754,"13151"
"373",373,"City of Arcadia",134,"2022-07-17","1648","325",85.2,57754,"13476"
"374",374,"City of Artesia",11,"2020-03-08","1-11","1-11",NA,16795,"1-11"
"375",375,"City of Artesia",12,"2020-03-15","16","0",NA,16795,"1-11"
"376",376,"City of Artesia",13,"2020-03-22","1-11","0",NA,16795,"1-11"
"377",377,"City of Artesia",14,"2020-03-29","37","1-11",NA,16795,"1-11"
"378",378,"City of Artesia",15,"2020-04-05","36","1-11",NA,16795,"1-11"
"379",379,"City of Artesia",16,"2020-04-12","58","1-11",NA,16795,"18"
"380",380,"City of Artesia",17,"2020-04-19","52","1-11",NA,16795,"20"
"381",381,"City of Artesia",18,"2020-04-26","84","1-11",NA,16795,"21"
"382",382,"City of Artesia",19,"2020-05-03","124","1-11",NA,16795,"23"
"383",383,"City of Artesia",20,"2020-05-10","159","1-11",NA,16795,"32"
"384",384,"City of Artesia",21,"2020-05-17","135","1-11",NA,16795,"39"
"385",385,"City of Artesia",22,"2020-05-24","169","13",NA,16795,"52"
"386",386,"City of Artesia",23,"2020-05-31","273","14",NA,16795,"66"
"387",387,"City of Artesia",24,"2020-06-07","665","20",NA,16795,"86"
"388",388,"City of Artesia",25,"2020-06-14","175","17",NA,16795,"103"
"389",389,"City of Artesia",26,"2020-06-21","384","20",NA,16795,"123"
"390",390,"City of Artesia",27,"2020-06-28","822","39",NA,16795,"162"
"391",391,"City of Artesia",28,"2020-07-05","873","49",NA,16795,"211"
"392",392,"City of Artesia",29,"2020-07-12","1293","42",NA,16795,"253"
"393",393,"City of Artesia",30,"2020-07-19","906","23",NA,16795,"276"
"394",394,"City of Artesia",31,"2020-07-26","931","20",NA,16795,"296"
"395",395,"City of Artesia",32,"2020-08-02","529","12",NA,16795,"308"
"396",396,"City of Artesia",33,"2020-08-09","315","1-11",NA,16795,"319"
"397",397,"City of Artesia",34,"2020-08-16","341","16",NA,16795,"335"
"398",398,"City of Artesia",35,"2020-08-23","293","1-11",NA,16795,"345"
"399",399,"City of Artesia",36,"2020-08-30","373","1-11",NA,16795,"353"
"400",400,"City of Artesia",37,"2020-09-06","247","1-11",NA,16795,"364"
"401",401,"City of Artesia",38,"2020-09-13","260","1-11",NA,16795,"372"
"402",402,"City of Artesia",39,"2020-09-20","375","1-11",NA,16795,"381"
"403",403,"City of Artesia",40,"2020-09-27","406","1-11",NA,16795,"387"
"404",404,"City of Artesia",41,"2020-10-04","444","1-11",NA,16795,"391"
"405",405,"City of Artesia",42,"2020-10-11","376","1-11",NA,16795,"401"
"406",406,"City of Artesia",43,"2020-10-18","339","1-11",NA,16795,"409"
"407",407,"City of Artesia",44,"2020-10-25","391","12",NA,16795,"421"
"408",408,"City of Artesia",45,"2020-11-01","445","26",NA,16795,"447"
"409",409,"City of Artesia",46,"2020-11-08","520","49",NA,16795,"496"
"410",410,"City of Artesia",47,"2020-11-15","672","79",NA,16795,"575"
"411",411,"City of Artesia",48,"2020-11-22","685","62",NA,16795,"637"
"412",412,"City of Artesia",49,"2020-11-29","1101","141",NA,16795,"778"
"413",413,"City of Artesia",50,"2020-12-06","1134","154",NA,16795,"932"
"414",414,"City of Artesia",51,"2020-12-13","1117","189",NA,16795,"1121"
"415",415,"City of Artesia",52,"2020-12-20","949","170",0,16795,"1291"
"416",416,"City of Artesia",53,"2020-12-27","943","189",0,16795,"1480"
"417",417,"City of Artesia",54,"2021-01-03","1309","193",0.185714285714286,16795,"1673"
"418",418,"City of Artesia",55,"2021-01-10","1302","131",0.9,16795,"1804"
"419",419,"City of Artesia",56,"2021-01-17","1316","124",1.3,16795,"1928"
"420",420,"City of Artesia",57,"2021-01-24","1236","98",1.85714285714286,16795,"2026"
"421",421,"City of Artesia",58,"2021-01-31","1036","64",3.68571428571429,16795,"2090"
"422",422,"City of Artesia",59,"2021-02-07","960","45",6.12857142857143,16795,"2135"
"423",423,"City of Artesia",60,"2021-02-14","924","22",9.01428571428571,16795,"2157"
"424",424,"City of Artesia",61,"2021-02-21","1079","25",11.6571428571429,16795,"2182"
"425",425,"City of Artesia",62,"2021-02-28","1086","12",14.5428571428571,16795,"2194"
"426",426,"City of Artesia",63,"2021-03-07","460","13",17.2714285714286,16795,"2207"
"427",427,"City of Artesia",64,"2021-03-14","494","26",19.8714285714286,16795,"2233"
"428",428,"City of Artesia",65,"2021-03-21","860","1-11",22.1428571428571,16795,"2243"
"429",429,"City of Artesia",66,"2021-03-28","858","1-11",25.4,16795,"2249"
"430",430,"City of Artesia",67,"2021-04-04","827","1-11",29.8714285714286,16795,"2254"
"431",431,"City of Artesia",68,"2021-04-11","863","1-11",34.4285714285714,16795,"2259"
"432",432,"City of Artesia",69,"2021-04-18","884","1-11",38.7428571428571,16795,"2269"
"433",433,"City of Artesia",70,"2021-04-25","850","1-11",43.9571428571429,16795,"2272"
"434",434,"City of Artesia",71,"2021-05-02","887","1-11",48.1857142857143,16795,"2276"
"435",435,"City of Artesia",72,"2021-05-09","747","1-11",52.1857142857143,16795,"2281"
"436",436,"City of Artesia",73,"2021-05-16","674","1-11",55.6428571428571,16795,"2283"
"437",437,"City of Artesia",74,"2021-05-23","637","1-11",58.2714285714286,16795,"2284"
"438",438,"City of Artesia",75,"2021-05-30","619","1-11",60.1428571428571,16795,"2285"
"439",439,"City of Artesia",76,"2021-06-06","594","1-11",62.2285714285714,16795,"2289"
"440",440,"City of Artesia",77,"2021-06-13","465","1-11",63.7142857142857,16795,"2293"
"441",441,"City of Artesia",78,"2021-06-20","317","1-11",65.0428571428571,16795,"2295"
"442",442,"City of Artesia",79,"2021-06-27","323","1-11",66.0571428571429,16795,"2301"
"443",443,"City of Artesia",80,"2021-07-04","330","13",66.8714285714286,16795,"2314"
"444",444,"City of Artesia",81,"2021-07-11","347","15",67.5571428571429,16795,"2329"
"445",445,"City of Artesia",82,"2021-07-18","412","18",68.3285714285714,16795,"2347"
"446",446,"City of Artesia",83,"2021-07-25","758","44",68.9571428571429,16795,"2391"
"447",447,"City of Artesia",84,"2021-08-01","883","36",69.5,16795,"2427"
"448",448,"City of Artesia",85,"2021-08-08","1212","57",70.1,16795,"2484"
"449",449,"City of Artesia",86,"2021-08-15","1172","54",70.8142857142857,16795,"2538"
"450",450,"City of Artesia",87,"2021-08-22","1161","34",71.6,16795,"2572"
"451",451,"City of Artesia",88,"2021-08-29","1253","26",72.4285714285714,16795,"2598"
"452",452,"City of Artesia",89,"2021-09-05","1202","26",73.3,16795,"2624"
"453",453,"City of Artesia",90,"2021-09-12","714","1-11",74.1285714285714,16795,"2634"
"454",454,"City of Artesia",91,"2021-09-19","688","1-11",74.7714285714286,16795,"2643"
"455",455,"City of Artesia",92,"2021-09-26","762","1-11",75.2285714285714,16795,"2654"
"456",456,"City of Artesia",93,"2021-10-03","768","12",75.8285714285714,16795,"2666"
"457",457,"City of Artesia",94,"2021-10-10","640","1-11",76.3142857142857,16795,"2671"
"458",458,"City of Artesia",95,"2021-10-17","952","14",76.7285714285714,16795,"2685"
"459",459,"City of Artesia",96,"2021-10-24","757","14",77.1428571428571,16795,"2699"
"460",460,"City of Artesia",97,"2021-10-31","891","1-11",77.6,16795,"2709"
"461",461,"City of Artesia",98,"2021-11-07","916","1-11",77.9857142857143,16795,"2714"
"462",462,"City of Artesia",99,"2021-11-14","1040","17",78.4142857142857,16795,"2731"
"463",463,"City of Artesia",100,"2021-11-21","816","1-11",78.8285714285714,16795,"2740"
"464",464,"City of Artesia",101,"2021-11-28","1105","1-11",79.1428571428571,16795,"2748"
"465",465,"City of Artesia",102,"2021-12-05","1257","20",79.5142857142857,16795,"2768"
"466",466,"City of Artesia",103,"2021-12-12","1065","35",79.9428571428571,16795,"2803"
"467",467,"City of Artesia",104,"2021-12-19","1505","69",80.2428571428571,16795,"2872"
"468",468,"City of Artesia",105,"2021-12-26","1799","282",80.4714285714286,16795,"3154"
"469",469,"City of Artesia",106,"2022-01-02","2492","486",80.8571428571429,16795,"3640"
"470",470,"City of Artesia",107,"2022-01-09","2171","388",81.1857142857143,16795,"4028"
"471",471,"City of Artesia",108,"2022-01-16","2020","372",81.4714285714286,16795,"4400"
"472",472,"City of Artesia",109,"2022-01-23","1566","192",81.7428571428571,16795,"4592"
"473",473,"City of Artesia",110,"2022-01-30","1377","85",82,16795,"4677"
"474",474,"City of Artesia",111,"2022-02-06","1151","71",82.2428571428571,16795,"4748"
"475",475,"City of Artesia",112,"2022-02-13","1160","69",82.4142857142857,16795,"4817"
"476",476,"City of Artesia",113,"2022-02-20","1112","30",82.6142857142857,16795,"4847"
"477",477,"City of Artesia",114,"2022-02-27","767","1-11",82.7285714285714,16795,"4857"
"478",478,"City of Artesia",115,"2022-03-06","656","12",82.8285714285714,16795,"4869"
"479",479,"City of Artesia",116,"2022-03-13","796","1-11",82.9,16795,"4874"
"480",480,"City of Artesia",117,"2022-03-20","679","1-11",82.9857142857143,16795,"4877"
"481",481,"City of Artesia",118,"2022-03-27","651","1-11",83.0285714285714,16795,"4884"
"482",482,"City of Artesia",119,"2022-04-03","683","26",83.1428571428571,16795,"4910"
"483",483,"City of Artesia",120,"2022-04-10","834","1-11",83.2142857142857,16795,"4917"
"484",484,"City of Artesia",121,"2022-04-17","570","15",83.3,16795,"4932"
"485",485,"City of Artesia",122,"2022-04-24","788","18",83.3571428571429,16795,"4950"
"486",486,"City of Artesia",123,"2022-05-01","707","38",83.4571428571429,16795,"4988"
"487",487,"City of Artesia",124,"2022-05-08","752","38",83.5,16795,"5026"
"488",488,"City of Artesia",125,"2022-05-15","489","53",83.5571428571428,16795,"5079"
"489",489,"City of Artesia",126,"2022-05-22","598","68",83.6428571428571,16795,"5147"
"490",490,"City of Artesia",127,"2022-05-29","1066","79",83.7,16795,"5226"
"491",491,"City of Artesia",128,"2022-06-05","1064","59",83.7571428571429,16795,"5285"
"492",492,"City of Artesia",129,"2022-06-12","1212","79",83.8,16795,"5364"
"493",493,"City of Artesia",130,"2022-06-19","1234","115",83.8428571428571,16795,"5479"
"494",494,"City of Artesia",131,"2022-06-26","1183","101",83.9,16795,"5580"
"495",495,"City of Artesia",132,"2022-07-03","993","103",83.9571428571429,16795,"5683"
"496",496,"City of Artesia",133,"2022-07-10","717","100",84,16795,"5783"
"497",497,"City of Artesia",134,"2022-07-17","901","121",84,16795,"5904"
"498",498,"City of Avalon",20,"2020-05-10","1-11","0",NA,3869,"0"
"499",499,"City of Avalon",21,"2020-05-17","1-11","0",NA,3869,"0"
"500",500,"City of Avalon",22,"2020-05-24","1-11","0",NA,3869,"0"
"501",501,"City of Avalon",23,"2020-05-31","16","0",NA,3869,"0"
"502",502,"City of Avalon",24,"2020-06-07","16","0",NA,3869,"0"
"503",503,"City of Avalon",25,"2020-06-14","1-11","1-11",NA,3869,"1-11"
"504",504,"City of Avalon",26,"2020-06-21","14","1-11",NA,3869,"1-11"
"505",505,"City of Avalon",27,"2020-06-28","1-11","0",NA,3869,"1-11"
"506",506,"City of Avalon",89,"2021-09-05","1-11","0",20.9,3869,"1-11"
"507",507,"City of Avalon",90,"2021-09-12","1-11","0",21.1,3869,"1-11"
"508",508,"City of Avalon",91,"2021-09-19","1-11","0",21.25,3869,"1-11"
"509",509,"City of Avalon",93,"2021-10-03","1-11","0",21.75,3869,"1-11"
"510",510,"City of Avalon",94,"2021-10-10","1-11","0",22.1,3869,"1-11"
"511",511,"City of Avalon",96,"2021-10-24","1-11","0",22.7,3869,"1-11"
"512",512,"City of Avalon",98,"2021-11-07","1-11","0",22.9,3869,"1-11"
"513",513,"City of Avalon",101,"2021-11-28","1-11","0",23.4,3869,"1-11"
"514",514,"City of Avalon",106,"2022-01-02","1-11","0",23.8,3869,"1-11"
"515",515,"City of Avalon",107,"2022-01-09","1-11","0",23.8,3869,"1-11"
"516",516,"City of Avalon",108,"2022-01-16","1-11","0",23.9,3869,"1-11"
"517",517,"City of Avalon",109,"2022-01-23","1-11","0",23.9,3869,"1-11"
"518",518,"City of Avalon",110,"2022-01-30","1-11","0",24.1,3869,"1-11"
"519",519,"City of Avalon",111,"2022-02-06","1-11","0",24.15,3869,"1-11"
"520",520,"City of Avalon",112,"2022-02-13","1-11","0",24.2,3869,"1-11"
"521",521,"City of Avalon",113,"2022-02-20","1-11","0",24.2,3869,"1-11"
"522",522,"City of Avalon",114,"2022-02-27","1-11","0",24.4,3869,"1-11"
"523",523,"City of Avalon",115,"2022-03-06","1-11","0",24.5,3869,"1-11"
"524",524,"City of Avalon",116,"2022-03-13","1-11","0",24.5,3869,"1-11"
"525",525,"City of Avalon",117,"2022-03-20","1-11","0",24.5,3869,"1-11"
"526",526,"City of Avalon",118,"2022-03-27","1-11","0",24.5,3869,"1-11"
"527",527,"City of Avalon",119,"2022-04-03","16","0",24.5,3869,"1-11"
"528",528,"City of Avalon",120,"2022-04-10","1-11","0",24.5,3869,"1-11"
"529",529,"City of Azusa",11,"2020-03-08","1-11","0",NA,50040,"0"
"530",530,"City of Azusa",12,"2020-03-15","17","0",NA,50040,"0"
"531",531,"City of Azusa",13,"2020-03-22","33","1-11",NA,50040,"1-11"
"532",532,"City of Azusa",14,"2020-03-29","97","1-11",NA,50040,"1-11"
"533",533,"City of Azusa",15,"2020-04-05","84","1-11",NA,50040,"20"
"534",534,"City of Azusa",16,"2020-04-12","109","1-11",NA,50040,"30"
"535",535,"City of Azusa",17,"2020-04-19","181","35",NA,50040,"65"
"536",536,"City of Azusa",18,"2020-04-26","297","28",NA,50040,"93"
"537",537,"City of Azusa",19,"2020-05-03","297","13",NA,50040,"106"
"538",538,"City of Azusa",20,"2020-05-10","380","21",NA,50040,"127"
"539",539,"City of Azusa",21,"2020-05-17","433","31",NA,50040,"158"
"540",540,"City of Azusa",22,"2020-05-24","441","33",NA,50040,"191"
"541",541,"City of Azusa",23,"2020-05-31","584","74",NA,50040,"265"
"542",542,"City of Azusa",24,"2020-06-07","615","63",NA,50040,"328"
"543",543,"City of Azusa",25,"2020-06-14","677","95",NA,50040,"423"
"544",544,"City of Azusa",26,"2020-06-21","895","128",NA,50040,"551"
"545",545,"City of Azusa",27,"2020-06-28","768","132",NA,50040,"683"
"546",546,"City of Azusa",28,"2020-07-05","1270","153",NA,50040,"836"
"547",547,"City of Azusa",29,"2020-07-12","1202","165",NA,50040,"1001"
"548",548,"City of Azusa",30,"2020-07-19","1518","189",NA,50040,"1190"
"549",549,"City of Azusa",31,"2020-07-26","1134","120",NA,50040,"1310"
"550",550,"City of Azusa",32,"2020-08-02","1013","114",NA,50040,"1424"
"551",551,"City of Azusa",33,"2020-08-09","1086","114",NA,50040,"1538"
"552",552,"City of Azusa",34,"2020-08-16","861","85",NA,50040,"1623"
"553",553,"City of Azusa",35,"2020-08-23","834","73",NA,50040,"1696"
"554",554,"City of Azusa",36,"2020-08-30","752","52",NA,50040,"1748"
"555",555,"City of Azusa",37,"2020-09-06","624","21",NA,50040,"1769"
"556",556,"City of Azusa",38,"2020-09-13","693","36",NA,50040,"1805"
"557",557,"City of Azusa",39,"2020-09-20","858","56",NA,50040,"1861"
"558",558,"City of Azusa",40,"2020-09-27","914","58",NA,50040,"1919"
"559",559,"City of Azusa",41,"2020-10-04","981","56",NA,50040,"1975"
"560",560,"City of Azusa",42,"2020-10-11","921","52",NA,50040,"2027"
"561",561,"City of Azusa",43,"2020-10-18","990","68",NA,50040,"2095"
"562",562,"City of Azusa",44,"2020-10-25","941","43",NA,50040,"2138"
"563",563,"City of Azusa",45,"2020-11-01","1162","85",NA,50040,"2223"
"564",564,"City of Azusa",46,"2020-11-08","1365","146",NA,50040,"2369"
"565",565,"City of Azusa",47,"2020-11-15","1814","160",NA,50040,"2529"
"566",566,"City of Azusa",48,"2020-11-22","1560","155",NA,50040,"2684"
"567",567,"City of Azusa",49,"2020-11-29","2658","410",NA,50040,"3094"
